State,District,Latitude,Longitude,"Crop And Animal Production, Hunting And Related Service Activities",Other Mining And Quarrying,Food Products,Food Products,Food Products,Food Products,Food Products,Food Products,Food Products,Food Products,Beverages,Tobacco Products,Textiles,Textiles,Wearing Apparel,Wearing Apparel,Wearing Apparel,Leather And Related Products,Leather And Related Products,Wood And Products Of Wood And Cork,Wood And Products Of Wood And Cork,Paper And Paper Products,Printing And Reproduction Of Recorded Media,Printing And Reproduction Of Recorded Media,Coke And Refined Petroleum Products,Coke And Refined Petroleum Products,Chemicals And Chemical Products,Chemicals And Chemical Products,Chemicals And Chemical Products,"Pharmaceuticals, Medicinal Chemical And Botanical Products",Rubber And Plastics Products,Rubber And Plastics Products,Other Non-Metallic Mineral Products,Other Non-Metallic Mineral Products,Basic Metals,Basic Metals,Basic Metals,Fabricated Metal Products,Fabricated Metal Products,Fabricated Metal Products,"Computer, Electronic And Optical Products","Computer, Electronic And Optical Products","Computer, Electronic And Optical Products","Computer, Electronic And Optical Products","Computer, Electronic And Optical Products","Computer, Electronic And Optical Products","Computer, Electronic And Optical Products","Computer, Electronic And Optical Products",Electrical Equipment,Electrical Equipment,Electrical Equipment,Electrical Equipment,Electrical Equipment,Electrical Equipment,Machinery And Equipment N.E.C.,Machinery And Equipment N.E.C.,"Motor Vehicles, Trailers And Semi-Trailers","Motor Vehicles, Trailers And Semi-Trailers","Motor Vehicles, Trailers And Semi-Trailers",Other Transport Equipment,Other Transport Equipment,Other Transport Equipment,Other Transport Equipment,Other Transport Equipment,Furniture,Other Manufacturing,Other Manufacturing,Other Manufacturing,Other Manufacturing,Other Manufacturing,Other Manufacturing,Repair And Installation Of Machinery And Equipment,Repair And Installation Of Machinery And Equipment,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, Gas, Steam And Air Conditioning Supply","Electricity, Gas, Steam And Air Conditioning Supply","Water Collection, Treatment And Supply",Sewerage,"Waste Collection, Treatment And Disposal Activities","Waste Collection, Treatment And Disposal Activities","Waste Collection, Treatment And Disposal Activities",Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,Warehousing And Support Activities For Transportation,Publishing Activities,"Motion Picture, Video And Television Programme Production","Motion Picture, Video And Television Programme Production","Other Professional, Scientific And Technical Activities","Office Administrative, Office Support And Other Business Support Activities",Repair Of Computers And Personal And Household Goods,Repair Of Computers And Personal And Household Goods,Other Personal Service Activities
Arunachal Pradesh,WEST SIANG,28.18187578,94.52084496,,,,,,,,,1,,2,,,,,,,,,4,,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,BAKSA,26.69934879,91.59942058,,,,,1,1,,,4,,,,1,,,,,,,1,,,,,,,,1,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,BARPETA,26.3268062,90.98171817,,,,,,7,1,12,2,,2,1,,,,,,,,6,8,,,,,,,,,,,1,,60,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,
Assam,BONGAIGAON,26.37595685,90.63902158,,,,,,,,2,2,,2,1,,,,,,,,,,,,,3,,,1,,,,3,,61,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,
Assam,CACHAR,24.779388,92.876002,,,,,1,,1,16,53,,14,,,,,,,,,13,,4,1,,,2,2,,,,1,15,,232,6,1,,3,,9,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,9,,,,,,,,,,12,,3,,,,,,,,
Assam,CHIRANG,26.70671679,90.52646366,,,,,,,,3,,,1,1,,,,,,,,,1,,,,1,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Assam,DARRANG,26.45636055,92.1057496,,,,,2,14,,12,14,,3,,1,1,,,,,,,,1,,,,1,,,,,,4,,58,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,DHEMAJI,27.61357424,94.76881003,,,,,,1,,9,6,,2,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,DHUBRI,26.09415375,90.11275093,,,,,9,1,,8,9,,2,3,,,,,,,,6,,1,,,,,,,,1,,2,,118,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,DIBRUGARH,27.37357499,94.97664874,,,,,,,1,10,150,,11,,1,1,,,,,,1,,2,1,,,,10,,,2,2,13,,152,7,,,6,,4,,,,,,,,,,,,,,,2,4,,,,,,,,,1,,,1,,,,5,,1,2,,,,,,,13,,,,,,,,,1,
Assam,GOALPARA,26.09278812,90.63970821,,,,,1,2,,2,4,,2,,,,,,,,,2,,2,,,,2,,2,,,1,,,48,,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,
Assam,GOLAGHAT,26.46601528,93.98612079,,,,,,3,,24,112,,9,,,,,,,,,6,,,,,,1,1,,,1,,3,,95,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,3,,1,,,,,,,,
Assam,GUWAHATI,26.150968,91.72003,,,,,,1,2,20,26,,21,3,6,2,1,,,,,4,3,26,21,,22,2,5,25,,8,1,72,1,85,28,,1,4,,10,1,,,,,,,,6,,,1,,,1,1,,4,,,,,,,4,,,,,,,2,,,,,,,,,,34,,,2,,,,1,,1,
Assam,HAILAKANDI,24.46045356,92.57958614,,,,,,,,2,19,,1,,,,,,,,,2,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Assam,JORHAT,26.69166794,94.27504416,,,,,3,1,1,37,93,1,14,,,,,,,,,,2,7,1,,,1,1,6,,,2,8,,86,,,,4,,6,,,,,,,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,8,8,1,,,,,,,,
Assam,KAMRUP,25.94601049,91.28875496,,,1,,29,2,6,36,95,13,42,1,6,8,1,,,,,17,13,94,23,,9,18,13,68,1,27,8,208,8,287,33,14,5,18,1,41,1,,,,,,,,13,,3,12,7,12,4,1,1,,,,1,,,,29,,,,,2,,5,,,2,,,,,,2,26,3,5,2,,,,3,,1,
Assam,KARBI ANGLONG,26.19160696,93.5798906,,,,,1,,,2,12,,6,,,,,,,,,,,,,,,,,,,,,1,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,KARIMGANJ,24.60645638,92.38170005,,,,,,,,1,16,,4,,,,,,,,,3,,,,,,,1,1,,,,5,,95,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,
Assam,KOKRAJHAR,26.51897587,90.07467141,,,,,,1,,3,7,,3,2,,,,,,,,4,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,LAKHIMPUR,27.21183059,94.15102781,,,,,,,,14,18,,2,,,,,,,,,,2,,,,,,,,,,,3,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Assam,MARIGAON,26.26579167,92.26303399,,,,,,,1,9,2,1,1,,,,,,,,,,1,1,,,,,2,1,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Assam,NAGAON,26.30458813,92.6983815,,,,,,10,1,73,34,,17,,3,3,,,,,,8,1,1,,,,1,,1,,,,9,,213,2,,1,1,,3,,,,,,,,,2,,,,,,,1,,,,,,,,,2,,,,,,,,,1,1,,,,,,,9,,,,,,,1,,1,
Assam,NALBARI,26.37052269,91.40344631,,,,,3,2,,6,9,1,6,,,,,,,,,,,,,,,1,,1,,1,,2,,31,,,,1,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Assam,NORTH CACHAR HI,25.406997,93.040801,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,SIBSAGAR,27.00764476,94.64434308,,,,,,1,,14,104,,3,,1,,,,,,,,,,1,,,,,1,,,,1,,198,,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,4,,,,,,,,,,
Assam,SONITPUR,26.68432504,92.69941148,,,,,,3,,30,135,5,2,,,,,,,,,5,1,10,,,,,1,5,,2,,4,,264,,1,,4,,3,,,,,,,,,1,,,,,,,2,,1,,,,,,,4,,,,,,,,,1,,,,,,,,11,1,1,,,,,,,,
Assam,TINSUKIA,27.53458669,95.64544653,,,,,3,1,1,14,200,1,13,,1,1,,,,,,1,5,9,3,,34,1,6,3,1,,2,18,,151,8,,1,3,,7,,,,,,,,,5,3,1,,,,1,4,,,,,,,,,8,,,,,,,6,,,,,,,,,,5,,4,,,,,,,,
Assam,UDALGURI,26.69582681,91.90991851,,,,,,,,16,59,,,,,,,,,,,,,,,,,,,,,,,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,ARARIA,26.11603152,87.30195121,,,3,,,1,,7,1,1,,,,,,,,,,,29,,,,,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,
Bihar,ARWAL,25.16927532,84.66917277,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,AURANGABAD,19.89333773,75.15436506,,,,,,1,,36,,,,,,1,,,,,,,,,,,8,10,,,,,,1,,32,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Bihar,BANKA,24.78097712,86.82202873,,,,,,,,11,1,,1,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,
Bihar,BEGUSARAI,25.52395769,86.17379727,,,,,2,,6,8,1,4,1,,,,,,1,,,1,1,,,,11,8,3,1,,1,,2,,29,3,,2,5,,,,,,,,,,,,,1,,,,3,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,3,1,17,,,,,,,,
Bihar,BHAGALPUR,25.40159771,86.98261552,,,,,1,,1,7,4,1,2,,1,,1,,,,,,,,2,,,,,1,,,,,,51,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,3,,,,,,,
Bihar,BHOJPUR,25.4720212,84.52187024,,,,,,,1,36,1,,3,,,,,,,,,2,,,,,1,5,,,,,,,,7,,,1,16,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Bihar,BUXER,25.56965972,83.97873203,,,,,,1,,57,,,1,,,,,,,,,2,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Bihar,CHAMPARAN(E),26.621634,84.957459,,,,,,1,2,27,2,1,1,2,,,,,,,1,1,19,1,,,,2,,,,,,,,11,,,1,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18,,,,,,,,
Bihar,CHAMPARAN(W),27.09449,84.337732,,,,,,,,20,6,3,4,4,,,,,,,,3,9,1,,,,1,,1,,,,1,,6,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,3,,,,,,,,
Bihar,DARBHANGA,26.08658472,86.01112202,,,,,1,,1,8,2,4,,,,,,,,,,,1,2,1,,,,1,1,,,,1,,136,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Bihar,GAYA,24.72724666,84.85816112,,,,,,,1,22,3,1,,6,,,,,,,,,,,,,,6,1,1,,,,5,,119,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,3,1,,,,,,,
Bihar,GOPALGANJ,26.45687561,84.39590488,,,,,,,1,7,3,1,3,,,,,,,,,4,1,,,,,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Bihar,JAMUI,24.76871815,86.33698409,,,,,,,1,8,,1,,9,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Bihar,JEHANABAD,25.15684291,84.98174865,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,1,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,KAIMUR(BHABUA),25.04788769,83.60591117,,,,,,5,,79,1,4,,,1,,,,,,,,1,1,,,8,5,,,,,,6,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,KATIHAR,25.55501333,87.61897589,,,,,,,,5,1,,1,,1,2,,,,,,,,1,,,,,,1,,,,1,,42,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,3,,,,,,,,
Bihar,KHAGARIA,25.48906232,86.70104074,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Bihar,KISHANGANJ,26.31361613,87.77735796,,,2,,,,,6,8,,,,1,,,,,,,,6,2,,,,,1,2,,,,2,,28,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,
Bihar,LAKHISARAI,25.19255177,86.1337777,,,,,,,,6,,,,,,,,,,,,,,,,,,,,4,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,MADHEPURA,25.87328046,86.9427181,,,,,,,,5,1,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,MADHUBANI,26.46830405,86.17482728,,,,,,,1,10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,MUNGER,25.2016195,86.53937541,,,,,,,1,4,,,,1,,,,,,,,,,1,,,,,,,,,,1,,16,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,1,,,,,,1,
Bihar,MUZAFFARPUR,26.07127655,85.52036201,,,,,4,1,3,39,12,17,4,1,,,3,,,,,3,22,6,5,,1,4,3,2,,1,,15,,28,2,,1,5,,3,,,,,1,,,,,1,,,,,1,2,,,,,,,,2,1,,,,,2,,,,,,,,,,,,2,,9,1,,,,,,,
Bihar,NALANDA,25.26774841,85.47914448,,,,,3,,1,10,,2,1,1,,,,,,,,,,1,,,,,1,2,,,,,,12,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,25,,,,,,,,
Bihar,NAWADA,24.74783696,85.51898866,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,
Bihar,PATNA,25.49270547,85.02250038,,,,,1,1,6,98,31,3,16,,,,5,,,1,2,,22,30,28,,1,2,6,9,,14,,64,5,267,50,4,3,10,,19,,,,,,,,,3,,2,2,,1,4,8,,,,,1,,,4,6,,,,,4,,1,,,2,,,,,,1,49,2,11,1,,,,,,,1
Bihar,PURNIA,25.73424219,87.14194085,,,,,1,,1,16,5,7,1,1,3,,,,,,,,33,,,,,2,1,1,,,,5,1,14,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,6,,,,,,,,
Bihar,ROHTAS,25.07540649,84.01708027,,,,,,1,1,184,,,,,1,,,,,,,,,,,,13,5,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,2,,,,,,,,
Bihar,SAHARSA,25.86556466,86.62078898,,,,,,,,7,,,,,,,,,,,,,2,,,,,,,1,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
Bihar,SAMASTIPUR,25.7516811,85.88920645,1,,,,1,,2,16,2,4,,,2,,,,,,,,3,,,,,,,1,,,,3,,26,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,
Bihar,SARAN,25.86119865,84.85678788,,,,,,,,6,,1,,,,,,,,,,,,,,,,1,,,,,,1,,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,,
Bihar,SHEKHPURA,25.09034867,85.88817646,,,,,,,,4,,,,,,,1,,,,,,,,,,,5,,,,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,SHEOHAR,26.48921605,85.31395983,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,SITAMARHI,26.63767838,85.521392,,,,,,,,7,1,,1,,,,,,,,,1,15,,,,,,,,,,,,,20,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,
Bihar,SIWAN,26.17473961,84.39693484,,,,,,,1,4,1,1,1,1,,,,,,,,4,,,,,,,,,,,,,,2,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,3,,,,,,,,
Bihar,SUPAUL,26.29450485,86.8220288,,,,,,,1,12,,,,,,,,,,,,,10,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Bihar,VAISHALI,25.68936658,85.35564632,,,,,2,1,8,18,18,8,7,,,2,1,,,1,1,,3,6,,,,,2,3,,7,,19,,13,,,,,,1,,,,,,,,,1,1,,,,1,,,,,,,,,,1,5,,,,,3,,,,,,,,,,,,1,,17,1,,,,,,,
Chandigarh,CHANDIGARH,30.73771525,76.78009944,1,,,,,2,1,4,4,,6,,1,,,1,,,,,3,3,6,,,,2,1,,2,3,3,,5,20,2,1,1,,45,1,,,,2,1,,,2,,5,1,1,4,11,12,,1,10,,3,,,2,5,,,,,2,,,,,,,,,,,,33,1,,1,,,1,,,,
Chattisgarh,Balarampur,23.611356,83.61129,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Chattisgarh,Balod,20.77759187,81.25205359,,,,,,1,,101,2,,,,,,4,,,,,1,,,,,,,,1,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Chattisgarh,Balodabazar,21.58631066,82.30228642,,,,,,,,415,3,7,,1,,,,,1,,,2,1,,,,,,,,,,,2,,31,2,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,3,,2,,,,,,,,
Chattisgarh,BASTAR,19.11004677,81.95348011,,,,,1,,1,36,7,,,,1,,,,,,,4,1,,2,,,,,,,,,,,10,13,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,7,2,10,,,,,,,,
Chattisgarh,Bemetara,21.6874868,81.47200899,,,,,1,1,,110,,3,1,,,,,,,,1,,1,2,,,,,1,3,,,,3,,5,3,1,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,8,,,,,,,,
Chattisgarh,BIJAPUR,18.797687,80.813746,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,BILASPUR,22.079467,82.140793,,,,,,5,1,151,10,1,6,5,1,,,,,,5,,2,2,3,,1,6,4,5,,1,3,11,1,38,18,5,1,1,3,12,1,,,,,,,,3,,1,,,,5,7,,2,1,,,,,,4,,,,,,1,1,,2,,,,,,1,,12,1,3,,,,,,,,
Chattisgarh,DANTEWADA,18.8482244,81.38393121,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Chattisgarh,DHAMTARI,20.61503874,81.77887238,,,,,,2,,201,,,,3,1,,,,,,,3,,,,,,,3,2,,2,,2,,9,,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,3,1,6,,,,,,,,
Chattisgarh,DURG,21.16549528,81.42686706,3,,,,1,5,3,133,20,2,4,1,,2,,,,,,2,3,2,2,,8,10,18,13,,,5,8,1,64,155,6,11,63,,67,1,,,,1,,,,1,,2,,,1,20,26,,2,1,,7,,,,11,,,,,1,,2,,7,1,,,,,,2,16,,3,,,,,,,,
Chattisgarh,Gariyaband,20.26178487,82.30224071,,,,,,,,48,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,Gaurela Pendra Marwahi,22.815718,81.989939,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,JANJGIR CHAMPA,21.97341324,82.47493101,,,,,,,,238,4,,,1,,,,,,,,,,1,,,1,2,1,3,,1,,1,,65,3,,,,,4,,,,,,,,,,,,,,,,2,1,1,,,,,,,2,,,,,,,,,5,1,,1,,,,,5,,,,,,,,,,
Chattisgarh,JASHPUR,22.79249347,83.84660941,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Chattisgarh,KANKER,20.26459127,81.3835879,,,,,,,,37,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,
Chattisgarh,KAWARDHA,22.080488,81.21792,,,,,,1,,66,45,,,,,,,,,,,,1,3,,,,,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,Khairagarh Chhuikhadan,21.569742,80.94557,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,Kondagaon,19.592692,81.66162643,,,,,,,,29,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,
Chattisgarh,KORBA,22.55292316,82.6490254,,,,,,,,32,1,3,,,,,,,,,,2,1,1,,,1,1,3,2,,,1,,,17,3,9,1,1,,2,,,,,,,,,1,1,2,,,,1,8,,3,,,,,,,7,,,,,,,2,,1,,,,,,,,10,,2,,,,,,,,
Chattisgarh,KORIYA,23.39736,82.501758,,,,,,1,,24,1,,,,,,,,,,,,,,,,,,,1,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Chattisgarh,MAHASAMUND,21.26822198,82.60477331,,,,,,4,2,165,6,1,1,2,,1,,,,,,,1,,,,,1,1,11,,5,2,6,,8,1,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,1,2,,,,,,,,,,
Chattisgarh,MANENDRAGARH CHIRMIRI BHA,23.556206,82.121144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,Mungeli,22.17732415,81.73596651,,,,,,,,35,2,1,1,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
Chattisgarh,NARAYANPUR,19.72278395,81.24702425,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,RAIGARH,21.894351,83.395933,,,,,,2,1,157,3,2,4,4,,,,,,,,1,,3,,,,1,7,3,,,,,,71,86,1,5,3,,4,,,,,,,,,2,,,,,,2,1,,2,,,,,,,1,1,,,,,,,,3,,,,,,,1,7,,3,1,,,,,,,
Chattisgarh,RAIPUR,21.37195393,81.77818575,2,,,,1,9,6,291,40,13,3,7,8,4,,,,,,2,52,30,18,,7,12,24,54,,7,13,95,4,99,381,12,32,43,,55,3,,,1,,,,,17,1,2,2,,5,15,17,1,1,1,,9,,,1,12,,,1,,,,3,,5,,,,,,1,10,32,2,29,1,,,,2,,,
Chattisgarh,RAJNANDGAON,21.13732945,80.89864883,,,,,,4,2,159,13,6,1,1,1,4,,,,,,4,9,8,1,,,1,9,1,,,6,12,,60,10,2,2,7,,6,,,,,1,,,,1,,2,,,,5,4,,,,,,,,1,,,,,,,1,,,,,,,,,,,5,,1,,,,,,,,
Chattisgarh,Sarangarh Bilaigarh,21.620616,83.048785,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattisgarh,Shakti,22.021366,82.96372,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
